URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhirfli.dev/fhir/ig/pythia/ValueSet/VaccineCodesCvxMvx,0.1.0,draft,,VaccineCodesCvxMvx,null,"","StructureDefinition/ReactionProfile,StructureDefinition/vax-dose,StructureDefinition/MedicationAdministrationProfile,StructureDefinition/MedicationRequestProfile,StructureDefinition/MedicationDispenseProfile,StructureDefinition/MedicationStatementProfile","hl7.terminology.r4"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/eval-reason,0.1.0,draft,,EvalReasonVS,Evaluation Reason,"The reason for the evaluation.","StructureDefinition/vax-dose","Internal"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/eval-status,0.1.0,draft,,EvalStatusVS,Evaluation Status Value Set,"Value Set for the status of the result of an evaluation.","StructureDefinition/vax-dose","Internal"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/interval-reason,0.1.0,draft,,IntervalReasonVS,Interval Reason,"This value set includes codes for the reason an interval is considered to be invalid.","StructureDefinition/allowed-interval-reason,StructureDefinition/preferred-interval-reason","Internal"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/preferred-allowed-reason,0.1.0,draft,,PreferredAllowedReasonVS,Reasons why certain doses are Preferred or Allowed doses,"Reasons why certain doses are Preferred or Allowed doses","StructureDefinition/preferred-vaccine-reason,StructureDefinition/allowed-vaccine-reason","Internal"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/procedures,0.1.0,draft,,ImmunizationProceduresSnomed,Procedures,"Comprehensive Value Set for medical procedures based on SNOMED CT codes.","StructureDefinition/ProcedureProfile","SCT"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/vaccine-condition-codes-snomed,0.1.0,draft,,VaccineConditionCodesSnomed,Vaccine Condition Codes,"Value set for conditions based on SNOMED CT, that may impact immunization.","StructureDefinition/VaccineConditionFhir,StructureDefinition/VaccineObservationFhir","SCT"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/vaccine-gender,0.1.0,draft,,VaccineGenderVS,Vaccine Gender,"Value set for gender categories relevant to vaccination data.","StructureDefinition/vax-patient","Internal"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/vaccine-medication-codes-snomed,0.1.0,draft,,VaccineMedicationCodesSnomed,Medications,"Value set for medications and substances based on SNOMED CT, including both active ingredients and marketed products.",,"SCT"
http://fhirfli.dev/fhir/ig/pythia/ValueSet/valid-age-reason,0.1.0,draft,,ValidAgeReasonVS,Valid Age Reason,"Value set for reasons why a patient's age is considered valid/invalid for a vaccine.","StructureDefinition/valid-age-reason","Internal"
