observation	title	code	cdc_text	edition	version	inactive	effectiveTime	preferred_term
205	Thalassemia	40108008	Thalassemia [disorder]	International	20250201	False	None	Thalassemia
206	Cerebrovascular disease	62914000	Cerebrovascular disease [disorder]	International	20250201	False	None	Cerebrovascular disease
214	Chronic obstructive pulmonary disease	13645005	Chronic obstructive lung disease [disorder]	International	20250201	False	None	Chronic obstructive pulmonary disease
215	Emphysema	87433001	Pulmonary emphysema [disorder]	International	20250201	False	None	Pulmonary emphysema
245	American Indian or Alaskan Native	413490006	American Indian or Alaska Native [racial group]	International	20250201	True	None	American Indian or Alaska native
253	Moderate persistent or severe persistent asthma	370219009	Moderate Asthma [disorder]	International	20250201	False	None	Moderate asthma
253	Moderate persistent or severe persistent asthma	427295004	Moderate Persistent Asthma [disorder]	International	20250201	False	None	Moderate persistent asthma
253	Moderate persistent or severe persistent asthma	370221004	Severe Asthma [disorder]	International	20250201	False	None	Severe asthma
253	Moderate persistent or severe persistent asthma	426656000	Severe Persistent Asthma [disorder]	International	20250201	False	None	Severe persistent asthma
253	Moderate persistent or severe persistent asthma	5281000124103	Persistent Asthma [disorder]	US	20250901	False	None	Persistent asthma
253	Moderate persistent or severe persistent asthma	2360001000004109	Steroid dependent asthma [disorder]	International	20250201	False	None	Steroid dependent asthma
254	Chronic cardiovascular disease	128292002	Chronic disease of cardiovascular system [disorder]	International	20250201	False	None	Chronic disease of cardiovascular system
254	Chronic cardiovascular disease	400047006	Peripheral vascular disease [disorder]	International	20250201	False	None	Peripheral vascular disease
254	Chronic cardiovascular disease	21631000119105	Limb ischemia [disorder]	International	20250201	False	None	Limb ischaemia
254	Chronic cardiovascular disease	63491006	Intermittent claudication [finding]	International	20250201	False	None	Intermittent claudication
254	Chronic cardiovascular disease	65198009	Arterial thrombosis [disorder]	International	20250201	False	None	Arterial thrombosis
254	Chronic cardiovascular disease	111354009	Chronic vascular insufficiency of intestine [disorder]	International	20250201	False	None	Chronic vascular insufficiency of intestine
254	Chronic cardiovascular disease	70995007	Pulmonary hypertension [disorder]	International	20250201	False	None	Pulmonary hypertension
254	Chronic cardiovascular disease	59282003	Pulmonary embolism [disorder]	International	20250201	False	None	Pulmonary embolism
254	Chronic cardiovascular disease	17920008	Portal vein thrombosis [disorder]	International	20250201	False	None	Portal vein thrombosis
254	Chronic cardiovascular disease	67362008	Aortic aneurysm [disorder]	International	20250201	False	None	Aortic aneurysm
254	Chronic cardiovascular disease	233996000	Type II dissection of thoracic aorta [disorder]	International	20250201	False	None	Type II dissection of thoracic aorta
254	Chronic cardiovascular disease	301899003	Dissection of proximal aorta [disorder]	International	20250201	False	None	Dissection of proximal aorta
254	Chronic cardiovascular disease	233997009	Dissection of distal aorta [disorder]	International	20250201	True	None	Dissection of distal aorta
254	Chronic cardiovascular disease	27631000146108	Dissection of aortic arch [disorder]	International	20250201	False	None	Dissection of aortic arch
254	Chronic cardiovascular disease	45894003	Medionecrosis of aorta [disorder]	International	20250201	False	None	Medionecrosis of aorta
254	Chronic cardiovascular disease	1303726005	Dissection of infrarenal aorta [disorder]	International	20250201	False	None	Infrarenal aortic dissection
256	Diabetes mellitus complicated by chronic kidney disease	127013003	Disorder of kidney due to diabetes mellitus [disorder]	International	20250201	False	None	Disorder of kidney due to diabetes mellitus
257	Severe obesity	83911000119104	Severe obesity [disorder]	International	20250201	False	None	Severe obesity
257	Severe obesity	408512008	Body mass index 40+ - severely obese [finding]	International	20250201	False	None	Body mass index 40+ - severely obese
258	Chronic hematologic disorders	414027002	Disorder of hematopoietic structure [disorder]	International	20250201	False	None	Disorder of hematopoietic structure
258	Chronic hematologic disorders	417357006	Sickling disorder due to hemoglobin S [disorder]	International	20250201	False	None	Sickling disorder due to hemoglobin S
258	Chronic hematologic disorders	40108008	Thalassemia [disorder]	International	20250201	False	None	Thalassemia
259	Sickle cell disease	417357006	Sickling disorder due to hemoglobin S [disorder]	International	20250201	False	None	Sickling disorder due to hemoglobin S
260	Neurologic or neuromuscular conditions causing impaired airway clearance or respiratory muscle weakness	350586651000119105	Chronic respiratory failure due to neuromuscular disease [disorder]	International	20250201	False	None	Chronic respiratory failure due to neuromuscular disease
260	Neurologic or neuromuscular conditions causing impaired airway clearance or respiratory muscle weakness	67750007	Ineffective airway clearance [finding]	International	20250201	False	None	Ineffective airway clearance
261	Resident of a nursing home	160734000	Lives in nursing home [finding]	International	20250201	False	None	Lives in nursing home
262	Frailty	248279007	Frailty [finding]	International	20250201	False	None	Frailty
263	Diabetes mellitus complicated by neuropathy	230572002	Neuropathy due to diabetes mellitus [disorder]	International	20250201	False	None	Neuropathy due to diabetes mellitus
264	Diabetes mellitus complicated by retinopathy	4855003	Retinopathy due to diabetes mellitus [disorder]	International	20250201	False	None	Retinopathy due to diabetes mellitus
266	Diabetes requiring treatment with insulin	170747006	Diabetic on insulin [finding]	International	20250201	False	None	Diabetic on insulin
268	Islet Transplantation	128531006	Islet cell transplant [procedure]	International	20250201	False	None	Transplantation of pancreatic islet cells
269	Transplantation	77465005	Transplantation [procedure]	International	20250201	False	None	Transplantation to recipient
273	Immunoglobulin deficiency	124950009	Deficiency of immunoglobulin [disorder]	International	20250201	False	None	Disorder of immunoglobulin
279	Hemoglobinopathy disorder	80141007	hemoglobinopathy [disorder]	International	20250201	False	None	Hemoglobinopathy
280	Chronic lung disease of prematurity	67569000	Bronchopulmonary dysplasia of newborn [disorder]	International	20250201	False	None	Bronchopulmonary dysplasia of newborn
